RefId,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
4584,03-02-2010,MANHEIM,2007,3,CHRYSLER,PT CRUISER,BAS,4D SEDAN,BLUE,Auto,2,Covers,50041,AMERICAN,MEDIUM,CHRYSLER,6090,7075,9411,10502,6164,7128,9334,10349,NO,GREEN,8655,60440,IL,5215,0,1086
4585,03-02-2010,MANHEIM,2006,4,DODGE,CHARGER,BAS,4D SEDAN,WHITE,Auto,2,Covers,83231,AMERICAN,SPECIALTY,CHRYSLER,9465,10761,14135,15362,8766,10117,12317,13631,NO,GREEN,8655,60440,IL,9130,0,1503
4586,03-02-2010,MANHEIM,2005,5,PONTIAC,GRAND PRIX,BAS,4D SEDAN,GREY,Auto,2,Covers,78640,AMERICAN,LARGE,GM,5402,6658,8278,9864,4974,6272,7968,9229,NO,GREEN,8655,60440,IL,7330,0,1974
4587,03-02-2010,MANHEIM,2007,3,HYUNDAI,SONATA V6,LIM,4D SEDAN,RED,Auto,1,Alloy,68128,OTHER ASIAN,MEDIUM,OTHER,7994,9623,11947,13149,8501,9805,12311,13108,NO,GREEN,8655,60440,IL,8030,0,728
4588,16-11-2010,MANHEIM,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,BLUE,Auto,2,Covers,79202,AMERICAN,MEDIUM,GM,8340,9682,12198,13308,9418,11160,12808,14473,NO,GREEN,3453,60440,IL,8175,0,1272
4589,16-11-2010,MANHEIM,2008,2,DODGE,NITRO 2WD V6,SXT,4D SUV 3.7L,RED,Auto,1,Alloy,92035,AMERICAN,MEDIUM SUV,CHRYSLER,9857,11312,13311,14741,10822,12225,14478,15932,NO,GREEN,3453,60440,IL,8495,0,765
4590,16-11-2010,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLACK,Auto,1,Alloy,73707,AMERICAN,LARGE,GM,8253,9369,12153,13357,10292,12220,13905,15686,NO,GREEN,3453,60440,IL,8395,0,1974
4591,16-11-2010,MANHEIM,2008,2,CHEVROLET,1500 SILVERADO PICKU,WT,EXT CAB 4.3L,GREY,Auto,1,Alloy,89577,AMERICAN,LARGE TRUCK,GM,13404,15444,17298,18912,12380,13894,16887,18123,NO,GREEN,3453,60440,IL,10810,0,1373
4592,16-11-2010,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,GREY,Auto,1,Alloy,65670,AMERICAN,LARGE,GM,8253,9369,12153,13357,10142,11997,13667,15546,NO,GREEN,3453,60440,IL,7895,0,1703
4593,16-11-2010,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,Auto,2,Covers,64641,AMERICAN,MEDIUM,CHRYSLER,7618,8674,11348,12379,7629,8779,11501,12633,NO,GREEN,3453,60440,IL,7775,0,1020
4594,16-11-2010,MANHEIM,2006,4,PONTIAC,GRAND PRIX,BAS,4D SEDAN,BLACK,Auto,1,Alloy,74269,AMERICAN,LARGE,GM,5619,7019,9269,10464,5991,7316,9607,10912,NO,GREEN,3453,60440,IL,7395,0,1974
4595,23-11-2010,MANHEIM,2005,5,CHEVROLET,MALIBU 4C,BAS,4D SEDAN,WHITE,Auto,2,Covers,59484,AMERICAN,MEDIUM,GM,4051,5357,6971,8185,5056,6340,7806,8781,NO,GREEN,10430,60440,IL,7080,1,837
4596,23-11-2010,MANHEIM,2008,2,DODGE,AVENGER V6,SE,4D SEDAN,GREY,Auto,2,Covers,63441,AMERICAN,MEDIUM,CHRYSLER,8160,8877,12250,12949,7583,8885,11873,12966,NO,GREEN,10430,60440,IL,8625,1,1118
4597,23-11-2010,MANHEIM,2007,3,HYUNDAI,SONATA V6,LIM,4D SEDAN,BEIGE,Auto,1,Alloy,81122,OTHER ASIAN,MEDIUM,OTHER,6982,8578,10716,12197,8109,9540,11715,13105,NO,GREEN,10430,60440,IL,7080,1,853
4598,23-11-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,Auto,1,Alloy,67060,AMERICAN,MEDIUM,CHRYSLER,6622,7845,10463,11424,6755,8075,10292,11311,NO,GREEN,10430,60440,IL,6880,1,825
4599,23-11-2010,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,Auto,3,Special,65414,AMERICAN,MEDIUM,CHRYSLER,7786,8775,11476,12324,7629,8779,11501,12633,NO,GREEN,10430,60440,IL,8325,1,1020
4600,30-11-2010,MANHEIM,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,Auto,2,Covers,44247,AMERICAN,MEDIUM,CHRYSLER,8001,8873,11548,12517,7184,8214,10277,11463,NO,GREEN,10430,60440,IL,8925,1,834
4601,30-11-2010,MANHEIM,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,Auto,2,Covers,84884,AMERICAN,LARGE,GM,7765,8678,11893,12655,8180,9368,12685,13513,NO,GREEN,10430,60440,IL,7495,1,2152
4602,30-11-2010,MANHEIM,2007,3,PONTIAC,G6 V6,BAS,4D SEDAN SE1,BLUE,Auto,1,Alloy,72432,AMERICAN,MEDIUM,GM,8685,9169,12354,12888,8591,9545,12247,13297,NO,GREEN,10430,60440,IL,8425,1,1272
4603,01-06-2009,MANHEIM,2005,4,DODGE,DURANGO 2WD V8 4.7L,ST,4D SUV 4.7L ST,BLUE,Auto,1,Alloy,69722,AMERICAN,MEDIUM SUV,CHRYSLER,6689,7710,7724,8827,6723,7823,7761,8949,NO,GREEN,835,85040,AZ,6640,0,1215
4604,01-06-2009,MANHEIM,2005,4,HYUNDAI,ACCENT 1.6L I4 MPI,GLS,4D SEDAN GLS,WHITE,Auto,2,Covers,49707,OTHER ASIAN,COMPACT,OTHER,3236,4107,3995,4936,3457,4312,4234,5157,NO,GREEN,835,85040,AZ,4550,0,693
4605,01-06-2009,MANHEIM,2005,4,DODGE,DURANGO 2WD V8 4.7L,ST,4D SUV 4.7L ST,GREY,Auto,1,Alloy,51075,AMERICAN,MEDIUM SUV,CHRYSLER,6689,7710,7724,8827,6723,7823,7761,8949,NO,GREEN,835,85040,AZ,6940,0,1086
4606,01-06-2009,MANHEIM,2003,6,DODGE,DURANGO 2WD V8 4.7L,SPO,4D SUV 4.7L SXT,BLACK,Auto,1,Alloy,67682,AMERICAN,MEDIUM SUV,CHRYSLER,3729,4812,4527,5697,3380,4531,4150,5393,NO,GREEN,835,85040,AZ,4050,0,1515
4607,01-06-2009,MANHEIM,2006,3,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN LS,WHITE,Auto,2,Covers,46849,AMERICAN,COMPACT,GM,4068,4973,4893,5871,4371,5239,5221,6158,NO,GREEN,835,85040,AZ,5030,0,623
4608,01-06-2009,MANHEIM,2006,3,DODGE,DURANGO 2WD V8 5.7L,ADV,4D SUV 5.7L HEMI SLT,BLACK,Auto,1,Alloy,71336,AMERICAN,MEDIUM SUV,CHRYSLER,7601,8866,8709,10075,8885,10552,10096,11896,NO,GREEN,835,85040,AZ,6470,0,1389
4609,01-06-2009,MANHEIM,2005,4,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN,RED,Auto,1,Alloy,65251,AMERICAN,COMPACT,GM,3066,4333,3811,5180,3514,4328,4295,5174,NO,GREEN,835,85040,AZ,4630,0,728
4610,01-06-2009,MANHEIM,2003,6,CHEVROLET,TAHOE 2WD 4.8L V8 SF,LS,4D SUV 4.8L,WHITE,Auto,1,Alloy,72845,AMERICAN,LARGE SUV,GM,5635,6916,6586,7969,6841,8063,7888,9208,NO,GREEN,835,85040,AZ,7950,0,1923
4611,01-06-2009,MANHEIM,2004,5,FORD,F150 PICKUP 2WD V8 4,XL,REG CAB 4.6L XL,GOLD,Auto,1,Alloy,86151,AMERICAN,LARGE TRUCK,FORD,1239,1878,1838,2528,847,1487,1415,2106,NO,GREEN,835,85040,AZ,5940,0,853
4612,13-01-2009,MANHEIM,2004,5,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 5.3L LS,RED,Auto,1,Alloy,83194,AMERICAN,LARGE TRUCK,GM,6563,8994,7588,10214,6992,9697,8051,10973,NO,GREEN,835,85040,AZ,6940,0,1243
4613,13-01-2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN SXT,RED,Auto,1,Alloy,65941,AMERICAN,COMPACT,CHRYSLER,3633,4483,4424,5342,3413,4582,4186,5449,NO,GREEN,835,85040,AZ,3850,0,630
4614,13-01-2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,GOLD,Auto,1,Alloy,60383,AMERICAN,VAN,CHRYSLER,6103,7605,7091,8713,6512,8190,7533,9345,NO,GREEN,835,85040,AZ,5540,0,1411
4615,13-01-2009,MANHEIM,2002,7,DODGE,1500 RAM PICKUP 4WD,ST,QUAD CAB 5.9L SPORT,BLACK,Auto,1,Alloy,78931,AMERICAN,LARGE TRUCK,CHRYSLER,6310,7368,7315,8457,5776,7559,6738,8664,NO,GREEN,835,85040,AZ,7770,0,2040
4616,13-01-2009,MANHEIM,2006,3,JEEP,GRAND CHEROKEE 2WD V,LAR,4D WAGON LAREDO,WHITE,Auto,1,Alloy,60488,AMERICAN,MEDIUM SUV,CHRYSLER,8772,10093,9974,11400,9268,10769,10509,12131,NO,GREEN,835,85040,AZ,8380,0,1508
4617,13-01-2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,LIM,4D SEDAN LIMITED,SILVER,Auto,1,Alloy,42467,AMERICAN,MEDIUM,CHRYSLER,5333,6231,6260,7229,5948,7034,6924,8097,NO,GREEN,835,85040,AZ,5740,0,975
4618,13-01-2009,MANHEIM,2005,4,FORD,EXPLORER 2WD V6 4.0L,XLT,4D SUV 4.0L FFV XLT,SILVER,Auto,1,Alloy,64817,AMERICAN,MEDIUM SUV,FORD,6450,7761,7466,8882,7159,8652,8232,9844,NO,GREEN,835,85040,AZ,6270,0,1020
4619,13-01-2009,MANHEIM,2006,3,FORD,F150 PICKUP 2WD V8 4,STX,EXT CAB 4.6L STX,GREY,Auto,1,Alloy,76252,AMERICAN,LARGE TRUCK,FORD,7367,9022,8456,10244,7822,9534,8948,10797,NO,GREEN,835,85040,AZ,7270,0,803
4620,13-01-2009,MANHEIM,2002,7,DODGE,CARAVAN GRAND FWD V6,EXE,MINIVAN 3.8L EX,WHITE,Auto,1,Alloy,57161,AMERICAN,VAN,CHRYSLER,2945,3550,3681,4334,3246,4007,4006,4828,NO,GREEN,835,85040,AZ,4430,0,1551
4621,13-01-2009,MANHEIM,2004,5,GMC,YUKON XL 1500 4WD,150,4D UTILITY 5.3L SLE,WHITE,Auto,1,Alloy,57617,AMERICAN,LARGE SUV,GM,8812,10438,10017,11773,9029,11385,10251,12796,NO,GREEN,835,85040,AZ,10180,0,1251
4622,13-01-2009,MANHEIM,2001,8,JEEP,GRAND CHEROKEE 2WD V,LAR,4D WAGON LAREDO,SILVER,Auto,1,Alloy,67368,AMERICAN,MEDIUM SUV,CHRYSLER,3274,4277,4036,5119,3401,4628,4173,5498,NO,GREEN,835,85040,AZ,5050,0,1906
4623,13-01-2009,MANHEIM,2006,3,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,BLUE,Auto,2,Covers,56347,AMERICAN,VAN,CHRYSLER,4277,5249,5119,6169,5526,6688,6468,7723,NO,GREEN,835,85040,AZ,4930,0,1251
4624,13-01-2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,BAS,4D SEDAN,WHITE,Auto,2,Covers,59150,AMERICAN,MEDIUM,CHRYSLER,5333,6231,6260,7229,5788,6734,6751,7773,NO,GREEN,835,85040,AZ,5665,0,1086
4625,13-01-2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,BAS,MINIVAN 3.3L,BLUE,Auto,1,Alloy,64186,AMERICAN,VAN,CHRYSLER,5236,6177,6155,7171,6141,7469,7132,8567,NO,GREEN,835,85040,AZ,5765,0,1411
4626,20-01-2009,MANHEIM,2005,4,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,BLUE,Auto,2,Covers,56431,AMERICAN,MEDIUM,CHRYSLER,3973,4884,4791,5775,3831,4985,4637,5884,NO,GREEN,835,85040,AZ,4540,0,920
4627,20-01-2009,MANHEIM,2004,5,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,GREEN,Auto,2,Covers,67732,OTHER ASIAN,MEDIUM,OTHER,3421,4276,4195,5118,3446,4328,4222,5174,NO,GREEN,835,85040,AZ,5140,0,533
4628,20-01-2009,MANHEIM,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,RED,Auto,2,Covers,59602,AMERICAN,MEDIUM SUV,GM,6544,7612,7568,8721,7299,8416,8383,9589,NO,GREEN,835,85040,AZ,6540,0,1086
4629,20-01-2009,MANHEIM,2004,5,FORD,EXPLORER 2WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,GREY,Auto,3,Special,86141,AMERICAN,MEDIUM SUV,FORD,4443,5411,5298,6344,5005,6117,5905,7106,NO,GREEN,835,85040,AZ,5440,0,1243
4630,20-01-2009,MANHEIM,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,WHITE,Auto,2,Covers,65981,OTHER ASIAN,MEDIUM,OTHER,3857,4822,4666,5708,4242,5083,5081,5990,NO,GREEN,835,85040,AZ,3860,0,533
4631,20-01-2009,MANHEIM,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE FFV,BLACK,Auto,1,Alloy,63599,AMERICAN,MEDIUM,FORD,3978,4927,4796,5821,4512,5712,5373,6669,NO,GREEN,835,85040,AZ,5140,0,825
4632,20-01-2009,MANHEIM,2007,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,GREY,Auto,2,Covers,70332,AMERICAN,MEDIUM,FORD,5491,6509,6430,7530,6188,7348,7183,8436,NO,GREEN,835,85040,AZ,5440,0,920
4633,20-01-2009,MANHEIM,2006,3,BUICK,LACROSSE 3.8L V6 SFI,CX,4D SEDAN CX,GREY,Auto,2,Covers,77166,AMERICAN,LARGE,GM,7756,9781,8876,11063,8119,9815,9269,11100,NO,GREEN,835,85040,AZ,6440,0,1506
4634,20-01-2009,MANHEIM,2004,5,GMC,ENVOY XL 2WD 6C 4.2L,SLE,4D UTILITY 4.2L SLE,WHITE,Auto,1,Alloy,66712,AMERICAN,MEDIUM SUV,GM,5846,7088,6814,8155,7304,8476,8388,9654,NO,GREEN,835,85040,AZ,6680,0,1020
4635,20-01-2009,MANHEIM,2006,3,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,MAROON,Auto,2,Covers,86150,AMERICAN,MEDIUM,FORD,4485,5430,5344,6364,4867,5814,5756,6779,NO,GREEN,835,85040,AZ,4140,0,983
4636,27-01-2009,MANHEIM,2005,4,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,GREY,Auto,1,Alloy,83275,AMERICAN,MEDIUM SUV,GM,7396,8748,8488,9948,7308,8682,8393,9877,NO,GREEN,835,85040,AZ,5180,0,1503
4637,27-01-2009,MANHEIM,2006,3,FORD,EXPLORER 2WD V8,XLT,4D SUV 4.6L XLT,BLUE,Auto,1,Alloy,63322,AMERICAN,MEDIUM SUV,FORD,10632,11817,11983,13262,11496,13996,12916,15616,NO,GREEN,835,85040,AZ,8190,0,1508
4638,27-01-2009,MANHEIM,2006,3,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN,BLUE,Auto,1,Alloy,64631,AMERICAN,MEDIUM,CHRYSLER,4557,5766,5422,6727,5423,6871,6357,7921,NO,GREEN,835,85040,AZ,4960,0,1215
4639,27-01-2009,MANHEIM,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,EXE,4D SEDAN EX,WHITE,Auto,2,Covers,67902,OTHER ASIAN,MEDIUM,OTHER,5480,6461,6418,7478,5480,6461,6418,7478,NO,GREEN,835,85040,AZ,4160,0,728
4640,27-01-2009,MANHEIM,2003,6,GMC,1500 SIERRA PICKUP 2,STA,EXT CAB 4.8L,SILVER,Auto,2,Covers,76524,AMERICAN,LARGE TRUCK,GM,4406,6112,5258,7101,4906,6772,5798,7814,NO,GREEN,835,85040,AZ,6580,0,1455
4641,27-01-2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LT,PASSENGER EXT 3.5L LT,WHITE,Auto,1,Alloy,67555,AMERICAN,VAN,GM,7123,8431,8193,9605,8489,10099,9668,11407,NO,GREEN,835,85040,AZ,6580,0,1801
4642,27-01-2009,MANHEIM,2004,5,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,WHITE,Auto,2,Covers,62527,AMERICAN,COMPACT,CHRYSLER,2739,3520,3458,4302,2983,3786,3722,4589,NO,GREEN,835,85040,AZ,3460,0,630
4643,27-01-2009,MANHEIM,2004,5,FORD,FREESTAR FWD V6 4.2L,SEL,PASSENGER 3.9L SEL,GREY,Auto,1,Alloy,54196,AMERICAN,VAN,FORD,3703,4676,4499,5550,4656,5759,5528,6720,NO,GREEN,835,85040,AZ,5740,0,1169
4644,27-01-2009,MANHEIM,2005,4,CHEVROLET,1500 SILVERADO PICKU,LS,CREW CAB 5.3L,RED,Auto,2,Covers,54946,AMERICAN,LARGE TRUCK,GM,8300,11351,9464,12759,10438,13314,11773,14879,NO,GREEN,835,85040,AZ,11100,0,920
4645,27-01-2009,MANHEIM,2006,3,FORD,EXPEDITION 2WD V8 5,XLT,4D SUV 5.4L XLT,SILVER,Auto,1,Alloy,70330,AMERICAN,LARGE SUV,FORD,11679,13696,13113,15292,13198,15135,14754,16846,NO,GREEN,835,85040,AZ,8490,0,1038
4646,27-01-2009,MANHEIM,2006,3,DODGE,DURANGO 2WD V8 4.7L,ADV,4D SUV 4.7L ADVENTURER,RED,Auto,1,Alloy,58375,AMERICAN,MEDIUM SUV,CHRYSLER,9042,10557,10265,11902,9373,10754,10623,12114,NO,GREEN,835,85040,AZ,8190,0,1086
4647,27-01-2009,MANHEIM,2001,8,CHEVROLET,TAHOE 4WD 5.3L V8 SF,Z71,4D SUV 5.3L,GOLD,Auto,3,Special,76539,AMERICAN,LARGE SUV,GM,5876,6887,6846,7938,5935,7042,6910,8105,NO,GREEN,835,85040,AZ,7290,0,1923
4648,27-01-2009,MANHEIM,2004,5,GMC,ENVOY 4WD 6C 4.2L I6,SLE,4D UTILITY 4.2L,GREY,Auto,3,Special,69846,AMERICAN,MEDIUM SUV,GM,6590,8194,7617,9350,7461,9267,8558,10508,NO,GREEN,835,85040,AZ,7080,0,1703
4649,27-01-2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,BLUE,Auto,3,Special,40276,AMERICAN,SPECIALTY,CHRYSLER,6994,7941,8054,9076,7510,8575,8611,9761,NO,GREEN,835,85040,AZ,8990,0,975
4650,27-01-2009,MANHEIM,2004,5,MITSUBISHI,ENDEAVOR FWD 3.8L V6,LS,4D SPORT UTILITY LS,SILVER,Auto,1,Alloy,67490,OTHER ASIAN,MEDIUM SUV,OTHER,4925,5892,5819,6863,5354,6111,6282,7100,NO,GREEN,835,85040,AZ,4860,0,533
4651,27-01-2009,MANHEIM,2001,8,DODGE,STRATUS 4C 2.4L I4 S,SE,4D SEDAN SE,GOLD,Auto,2,Covers,60378,AMERICAN,MEDIUM,CHRYSLER,1458,2141,2075,2812,2497,3539,3197,4322,NO,GREEN,835,85040,AZ,3050,0,1320
4652,27-01-2009,MANHEIM,2007,2,CHEVROLET,MALIBU V6 3.5L V6 MF,LT,4D SEDAN LT,BLUE,Auto,2,Covers,67315,AMERICAN,MEDIUM,GM,7926,9080,9060,10306,7796,9071,8920,10297,NO,GREEN,835,85040,AZ,6080,0,1118
4653,27-01-2009,MANHEIM,2004,5,KIA,SORENTO 4WD 3.5L V6,EXE,4D SPORT UTILITY EX,BLACK,Auto,1,Alloy,66946,OTHER ASIAN,MEDIUM SUV,OTHER,4985,6368,5884,7377,5409,6161,6342,7154,NO,GREEN,835,85040,AZ,6180,0,1606
4654,27-01-2009,MANHEIM,2004,5,DODGE,DURANGO 4WD V8 5.7L,LIM,4D SUV 5.7L,BLUE,Auto,1,Alloy,71527,AMERICAN,MEDIUM SUV,CHRYSLER,6995,8417,8055,9590,8333,9388,9500,10639,NO,GREEN,835,85040,AZ,7890,0,1623
4655,27-01-2009,MANHEIM,2006,3,JEEP,COMMANDER 2WD V6 3.7,BAS,4D WAGON,WHITE,Auto,1,Alloy,73908,AMERICAN,LARGE SUV,CHRYSLER,10606,11957,11954,13414,11133,12724,12524,14242,NO,GREEN,835,85040,AZ,7390,0,1740
4656,27-01-2009,MANHEIM,2004,5,DODGE,NEON 2.0L I4 SFI / S,SXT,4D SEDAN,BLUE,Auto,1,Alloy,78857,AMERICAN,COMPACT,CHRYSLER,2739,3520,3458,4302,2983,3786,3722,4589,NO,GREEN,835,85040,AZ,3160,0,686
4657,27-01-2009,MANHEIM,2005,4,KIA,OPTIMA V6 MFI V6 2.7,EXE,4D SEDAN EX,SILVER,Auto,1,Alloy,77199,OTHER ASIAN,MEDIUM,OTHER,3254,4191,4014,5026,4344,5271,5192,6193,NO,GREEN,835,85040,AZ,3660,0,803
4658,27-01-2009,MANHEIM,2005,4,HYUNDAI,ACCENT MFI I4 1.6L,GLS,2D HATCHBACK,GREY,Manual,2,Covers,73247,OTHER ASIAN,COMPACT,OTHER,3019,3723,3761,4521,3435,4325,4210,5171,NO,GREEN,835,85040,AZ,3840,0,920
4659,27-01-2009,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,Auto,1,Alloy,85185,AMERICAN,MEDIUM,CHRYSLER,3433,4697,4208,5573,3984,4924,4803,5818,NO,GREEN,835,85040,AZ,3860,0,1503
4660,27-01-2009,MANHEIM,2007,2,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,WHITE,Auto,2,Covers,73795,AMERICAN,LARGE TRUCK,GM,6597,7832,7625,8959,8825,9132,10031,10363,NO,GREEN,835,85040,AZ,6780,0,1272
4661,27-01-2009,MANHEIM,2003,6,DODGE,DURANGO 2WD V8 4.7L,SPO,4D SUV 4.7L,GREY,Auto,1,Alloy,83098,AMERICAN,MEDIUM SUV,CHRYSLER,3380,4531,4150,5393,5302,6309,6226,7314,NO,GREEN,835,85040,AZ,5440,0,1803
4662,02-03-2009,MANHEIM,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,BAS,4D SEDAN,MAROON,Auto,1,Alloy,63213,AMERICAN,MEDIUM,CHRYSLER,3246,4163,4006,4996,3254,3997,4014,4817,NO,GREEN,835,85040,AZ,4140,0,1515
4663,02-03-2009,MANHEIM,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,WHITE,Auto,1,Alloy,83616,AMERICAN,LARGE,GM,6971,8291,8029,9454,7732,9073,8851,10299,NO,GREEN,835,85040,AZ,5640,0,2152
4664,02-03-2009,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,TOU,4D SEDAN,BLACK,Auto,2,Covers,59106,AMERICAN,MEDIUM,CHRYSLER,4445,5468,5301,6405,4481,5385,5339,6316,NO,GREEN,835,85040,AZ,5440,0,1086
4665,02-03-2009,MANHEIM,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,BAS,4D SEDAN,WHITE,Auto,2,Covers,48730,AMERICAN,LARGE,GM,4719,5857,5597,6826,5293,6609,6216,7638,NO,GREEN,835,85040,AZ,5880,0,1328
4666,02-03-2009,MANHEIM,2006,3,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L LS,WHITE,Auto,2,Covers,73877,AMERICAN,LARGE TRUCK,GM,5480,6461,6418,7478,5480,6461,6418,7478,NO,GREEN,835,85040,AZ,6080,0,1155
4667,02-03-2009,MANHEIM,2006,3,CHEVROLET,AVEO 1.6L I4 EFI,LS,4D SEDAN LS,WHITE,Auto,2,Covers,49947,AMERICAN,COMPACT,GM,4371,5239,5221,6158,4232,5049,5071,5953,NO,GREEN,835,85040,AZ,5290,0,623
4668,02-03-2009,MANHEIM,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,RED,Auto,2,Covers,83954,AMERICAN,SPECIALTY,CHRYSLER,6994,7941,8054,9076,7605,8718,8713,9915,NO,GREEN,835,85040,AZ,7290,0,1503
4669,02-03-2009,MANHEIM,2005,4,FORD,MUSTANG V6 4.0L V6 E,BAS,2D COUPE,GREY,Auto,1,Alloy,71373,AMERICAN,SPORTS,FORD,7785,8955,8908,10171,8537,9670,9720,10944,NO,GREEN,835,85040,AZ,7490,0,803
4670,02-03-2009,MANHEIM,2006,3,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,WHITE,Auto,2,Covers,63365,AMERICAN,COMPACT,FORD,4713,5647,5590,6599,5569,6500,6515,7520,NO,GREEN,835,85040,AZ,5140,0,1020
4671,02-03-2009,MANHEIM,2006,3,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,BEIGE,Auto,2,Covers,78279,AMERICAN,VAN,GM,7123,8431,8193,9605,8000,9694,9140,10970,NO,GREEN,835,85040,AZ,5980,0,2091
4672,02-03-2009,MANHEIM,2004,5,CHEVROLET,IMPALA 3.4L V6 SFI,BAS,4D SEDAN,WHITE,Auto,2,Covers,79072,AMERICAN,LARGE,GM,3778,4955,4580,5851,3957,5082,4774,5989,NO,GREEN,835,85040,AZ,5340,0,1974
4673,02-03-2009,MANHEIM,2003,6,CHEVROLET,TRAILBLAZER EXT 2WD,LS,4D SUV 4.2L LS,GREY,Auto,1,Alloy,89863,AMERICAN,MEDIUM SUV,GM,5006,5919,5906,6893,6459,7524,7476,8626,NO,GREEN,835,85040,AZ,6240,0,1543
4674,02-03-2009,MANHEIM,2005,4,CHRYSLER,PACIFICA FWD 3.5L V6,TOU,4D SPORT,BLUE,Auto,1,Alloy,76385,AMERICAN,CROSSOVER,CHRYSLER,6690,7928,7725,9062,6552,7813,7576,8938,NO,GREEN,835,85040,AZ,7790,0,1389
4675,02-03-2009,MANHEIM,2004,5,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES DURATEC,WHITE,Auto,1,Alloy,63406,AMERICAN,MEDIUM,FORD,3276,4285,4038,5128,3643,4525,4434,5387,NO,GREEN,835,85040,AZ,3740,0,825
4676,02-03-2009,MANHEIM,2007,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,GOLD,Auto,2,Covers,79066,AMERICAN,MEDIUM,FORD,5731,6788,6689,7831,6033,7280,7016,8362,NO,GREEN,835,85040,AZ,5380,0,920
4677,02-10-2009,MANHEIM,2006,3,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,RED,Auto,2,Covers,28088,AMERICAN,LARGE TRUCK,GM,9000,10746,10220,12106,9000,10746,10220,12106,NO,GREEN,835,85040,AZ,9600,0,822
